##Databases: KEGG PATHWAY, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Hsp90 protein binding	Gene Ontology	GO:0051879	2	27	0.88740238987	0.991053885433	Barthea13785|Barthea21504	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051879
myosin XI tail binding	Gene Ontology	GO:0080115	2	27	0.88740238987	0.991053885433	Barthea41233|Barthea35220	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0080115
ferrous iron binding	Gene Ontology	GO:0008198	2	27	0.88740238987	0.991053885433	Barthea36280|Barthea34931	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008198
thylakoid membrane	Gene Ontology	GO:0042651	4	47	0.887777089313	0.991053885433	Barthea29153|Barthea21300|Barthea01680|Barthea29331	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0042651
chloroplast inner membrane	Gene Ontology	GO:0009706	12	118	0.888673566606	0.991053885433	Barthea11860|Barthea35257|Barthea44009|Barthea29153|Barthea17403|Barthea42897|Barthea29530|Barthea22521|Barthea24781|Barthea28636|Barthea19456|Barthea36633	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009706
cortical microtubule	Gene Ontology	GO:0055028	6	66	0.891298318385	0.991053885433	Barthea29160|Barthea13261|Barthea15732|Barthea44751|Barthea07106|Barthea17327	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0055028
negative regulation of DNA endoreduplication	Gene Ontology	GO:0032876	1	16	0.892635985176	0.991053885433	Barthea02141	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032876
trans-Golgi network transport vesicle	Gene Ontology	GO:0030140	1	16	0.892635985176	0.991053885433	Barthea41715	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030140
D-xylose transmembrane transporter activity	Gene Ontology	GO:0015148	1	16	0.892635985176	0.991053885433	Barthea12361	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0015148
sorbitol transmembrane transporter activity	Gene Ontology	GO:0015576	1	16	0.892635985176	0.991053885433	Barthea12361	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0015576
response to iron ion starvation	Gene Ontology	GO:1990641	1	16	0.892635985176	0.991053885433	Barthea19093	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1990641
endoplasmic reticulum membrane fusion	Gene Ontology	GO:0016320	1	16	0.892635985176	0.991053885433	Barthea37949	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016320
myo-inositol transmembrane transporter activity	Gene Ontology	GO:0005365	1	16	0.892635985176	0.991053885433	Barthea12361	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005365
phosphoric diester hydrolase activity	Gene Ontology	GO:0008081	1	16	0.892635985176	0.991053885433	Barthea42783	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008081
phylloquinone biosynthetic process	Gene Ontology	GO:0042372	1	16	0.892635985176	0.991053885433	Barthea39562	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0042372
transpiration	Gene Ontology	GO:0010148	1	16	0.892635985176	0.991053885433	Barthea22684	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010148
potassium:sodium symporter activity	Gene Ontology	GO:0009674	1	16	0.892635985176	0.991053885433	Barthea19927	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009674
TORC1 complex	Gene Ontology	GO:0031931	1	16	0.892635985176	0.991053885433	Barthea36997	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0031931
purine nucleotide metabolic process	Gene Ontology	GO:0006163	1	16	0.892635985176	0.991053885433	Barthea24696	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006163
U2-type spliceosomal complex	Gene Ontology	GO:0005684	1	16	0.892635985176	0.991053885433	Barthea09169	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005684
histidine biosynthetic process	Gene Ontology	GO:0000105	1	16	0.892635985176	0.991053885433	Barthea17604	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0000105
dephosphorylation of RNA polymerase II C-terminal domain	Gene Ontology	GO:0070940	1	16	0.892635985176	0.991053885433	Barthea13589	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0070940
anisotropic cell growth	Gene Ontology	GO:0051211	1	16	0.892635985176	0.991053885433	Barthea17327	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051211
positive regulation of GTPase activity	Gene Ontology	GO:0043547	1	16	0.892635985176	0.991053885433	Barthea20088	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0043547
7S RNA binding	Gene Ontology	GO:0008312	1	16	0.892635985176	0.991053885433	Barthea28957	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008312
mitochondrial electron transport, NADH to ubiquinone	Gene Ontology	GO:0006120	1	16	0.892635985176	0.991053885433	Barthea21889	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006120
farnesyltranstransferase activity	Gene Ontology	GO:0004311	1	16	0.892635985176	0.991053885433	Barthea04965	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0004311
somatic cell DNA recombination	Gene Ontology	GO:0016444	1	16	0.892635985176	0.991053885433	Barthea25239	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016444
D-ribose transmembrane transporter activity	Gene Ontology	GO:0015591	1	16	0.892635985176	0.991053885433	Barthea12361	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0015591
mannitol transmembrane transporter activity	Gene Ontology	GO:0015575	1	16	0.892635985176	0.991053885433	Barthea12361	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0015575
SRP-dependent cotranslational protein targeting to membrane, translocation	Gene Ontology	GO:0006616	1	16	0.892635985176	0.991053885433	Barthea36802	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006616
vacuolar acidification	Gene Ontology	GO:0007035	1	16	0.892635985176	0.991053885433	Barthea29099	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0007035
cellular iron ion homeostasis	Gene Ontology	GO:0006879	1	16	0.892635985176	0.991053885433	Barthea27108	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006879
U5 snRNP	Gene Ontology	GO:0005682	1	16	0.892635985176	0.991053885433	Barthea28868	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005682
autophagosome	Gene Ontology	GO:0005776	1	16	0.892635985176	0.991053885433	Barthea39053	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005776
pollen tube guidance	Gene Ontology	GO:0010183	5	57	0.892803277172	0.991053885433	Barthea24539|Barthea03672|Barthea17808|Barthea28227|Barthea31938	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010183
vesicle fusion	Gene Ontology	GO:0006906	5	57	0.892803277172	0.991053885433	Barthea35177|Barthea02029|Barthea40871|Barthea33575|Barthea29526	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006906
cellulase activity	Gene Ontology	GO:0008810	5	57	0.892803277172	0.991053885433	Barthea24406|Barthea38245|Barthea44006|Barthea44763|Barthea25409	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008810
positive regulation of growth	Gene Ontology	GO:0045927	3	38	0.894783454369	0.991053885433	Barthea29340|Barthea38389|Barthea36900	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045927
protein disulfide isomerase activity	Gene Ontology	GO:0003756	3	38	0.894783454369	0.991053885433	Barthea23201|Barthea27809|Barthea45086	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0003756
protein tyrosine phosphatase activity	Gene Ontology	GO:0004725	3	38	0.894783454369	0.991053885433	Barthea21184|Barthea07699|Barthea39940	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0004725
root cap development	Gene Ontology	GO:0048829	3	38	0.894783454369	0.991053885433	Barthea29336|Barthea03155|Barthea19118	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0048829
water transport	Gene Ontology	GO:0006833	3	38	0.894783454369	0.991053885433	Barthea14639|Barthea24780|Barthea26724	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006833
RNA polymerase II, core complex	Gene Ontology	GO:0005665	3	38	0.894783454369	0.991053885433	Barthea22938|Barthea09514|Barthea25669	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005665
vesicle	Gene Ontology	GO:0031982	7	76	0.898150329974	0.992345303489	Barthea36624|Barthea44782|Barthea00089|Barthea33120|Barthea10325|Barthea17808|Barthea17206	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0031982
U2 snRNP	Gene Ontology	GO:0005686	2	28	0.898524608193	0.992345303489	Barthea09169|Barthea28868	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005686
postreplication repair	Gene Ontology	GO:0006301	2	28	0.898524608193	0.992345303489	Barthea02314|Barthea36708	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006301
snoRNA binding	Gene Ontology	GO:0030515	2	28	0.898524608193	0.992345303489	Barthea08751|Barthea09331	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030515
DNA replication factor C complex	Gene Ontology	GO:0005663	2	28	0.898524608193	0.992345303489	Barthea02413|Barthea04218	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005663
microtubule associated complex	Gene Ontology	GO:0005875	2	28	0.898524608193	0.992345303489	Barthea22991|Barthea02123	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005875
gametophyte development	Gene Ontology	GO:0048229	5	58	0.900564819183	0.992497258549	Barthea05923|Barthea12145|Barthea35070|Barthea08588|Barthea22580	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0048229
single-stranded RNA binding	Gene Ontology	GO:0003727	3	39	0.903913623942	0.992497258549	Barthea07617|Barthea27262|Barthea19418	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0003727
mitochondrial fission	Gene Ontology	GO:0000266	3	39	0.903913623942	0.992497258549	Barthea08296|Barthea31836|Barthea33622	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0000266
phospholipid biosynthetic process	Gene Ontology	GO:0008654	3	39	0.903913623942	0.992497258549	Barthea44054|Barthea41506|Barthea13981	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008654
hydrogen peroxide catabolic process	Gene Ontology	GO:0042744	4	49	0.904675747635	0.992497258549	Barthea22935|Barthea19791|Barthea11630|Barthea40012	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0042744
root morphogenesis	Gene Ontology	GO:0010015	4	49	0.904675747635	0.992497258549	Barthea36380|Barthea21417|Barthea03155|Barthea41171	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010015
cell death	Gene Ontology	GO:0008219	7	77	0.904712253165	0.992497258549	Barthea07218|Barthea13973|Barthea12485|Barthea28753|Barthea07964|Barthea02069|Barthea41052	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008219
calcium:proton antiporter activity	Gene Ontology	GO:0015369	1	17	0.905845978229	0.992497258549	Barthea43924	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0015369
cytoplasmic microtubule organization	Gene Ontology	GO:0031122	1	17	0.905845978229	0.992497258549	Barthea24163	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0031122
'de novo' pyrimidine nucleobase biosynthetic process	Gene Ontology	GO:0006207	1	17	0.905845978229	0.992497258549	Barthea44877	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006207
ADP transmembrane transporter activity	Gene Ontology	GO:0015217	1	17	0.905845978229	0.992497258549	Barthea35909	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0015217
prefoldin complex	Gene Ontology	GO:0016272	1	17	0.905845978229	0.992497258549	Barthea36444	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016272
negative regulation of chromatin silencing	Gene Ontology	GO:0031936	1	17	0.905845978229	0.992497258549	Barthea40953	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0031936
DNA topological change	Gene Ontology	GO:0006265	1	17	0.905845978229	0.992497258549	Barthea17336	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006265
'de novo' UMP biosynthetic process	Gene Ontology	GO:0044205	1	17	0.905845978229	0.992497258549	Barthea44877	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0044205
NAD-dependent histone deacetylase activity (H3-K14 specific)	Gene Ontology	GO:0032041	1	17	0.905845978229	0.992497258549	Barthea31658	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032041
ADP transport	Gene Ontology	GO:0015866	1	17	0.905845978229	0.992497258549	Barthea35909	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0015866
cell wall thickening	Gene Ontology	GO:0052386	1	17	0.905845978229	0.992497258549	Barthea19244	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0052386
nuclear dicing body	Gene Ontology	GO:0010445	1	17	0.905845978229	0.992497258549	Barthea08606	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010445
ATP transport	Gene Ontology	GO:0015867	1	17	0.905845978229	0.992497258549	Barthea35909	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0015867
protein localization to endoplasmic reticulum exit site	Gene Ontology	GO:0070973	1	17	0.905845978229	0.992497258549	Barthea38770	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0070973
seed oilbody biogenesis	Gene Ontology	GO:0010344	1	17	0.905845978229	0.992497258549	Barthea19779	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010344
chloroplast relocation	Gene Ontology	GO:0009902	1	17	0.905845978229	0.992497258549	Barthea23630	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009902
positive regulation of defense response to insect	Gene Ontology	GO:1900367	1	17	0.905845978229	0.992497258549	Barthea17034	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1900367
positive regulation of cell division	Gene Ontology	GO:0051781	2	29	0.908614789904	0.993530163981	Barthea41266|Barthea17371	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051781
Ino80 complex	Gene Ontology	GO:0031011	2	29	0.908614789904	0.993530163981	Barthea36739|Barthea20788	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0031011
chloroplast organization	Gene Ontology	GO:0009658	33	295	0.910065369267	0.993530163981	Barthea42233|Barthea16003|Barthea08629|Barthea07709|Barthea38159|Barthea12303|Barthea14685|Barthea31386|Barthea09944|Barthea29049|Barthea41900|Barthea46305|Barthea11830|Barthea36286|Barthea27108|Barthea22580|Barthea40653|Barthea20963|Barthea37601|Barthea02369|Barthea23630|Barthea43800|Barthea07248|Barthea21858|Barthea36291|Barthea00007|Barthea43106|Barthea17886|Barthea24781|Barthea01793|Barthea37067|Barthea17607|Barthea27236	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009658
chlorophyll biosynthetic process	Gene Ontology	GO:0015995	8	87	0.910711332523	0.993530163981	Barthea00008|Barthea34882|Barthea25199|Barthea29310|Barthea29153|Barthea24333|Barthea36963|Barthea07248	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0015995
magnesium-dependent protein serine/threonine phosphatase activity	Gene Ontology	GO:0004724	6	69	0.912070696544	0.993530163981	Barthea03136|Barthea07599|Barthea35182|Barthea36419|Barthea22375|Barthea37988	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0004724
negative gravitropism	Gene Ontology	GO:0009959	4	50	0.912247831843	0.993530163981	Barthea25262|Barthea29537|Barthea45967|Barthea33583	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009959
mitochondrial outer membrane	Gene Ontology	GO:0005741	4	50	0.912247831843	0.993530163981	Barthea27135|Barthea22282|Barthea36943|Barthea19960	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005741
regulation of cell size	Gene Ontology	GO:0008361	3	40	0.912320748487	0.993530163981	Barthea27591|Barthea41506|Barthea13981	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008361
cell surface receptor signaling pathway	Gene Ontology	GO:0007166	3	40	0.912320748487	0.993530163981	Barthea31448|Barthea28377|Barthea42853	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0007166
calcium ion binding	Gene Ontology	GO:0005509	42	368	0.913978982296	0.993530163981	Barthea41129|Barthea26991|Barthea10220|Barthea39480|Barthea13056|Barthea24983|Barthea21989|Barthea40913|Barthea04844|Barthea25085|Barthea08527|Barthea34971|Barthea07844|Barthea36602|Barthea16701|Barthea25073|Barthea10585|Barthea40637|Barthea21677|Barthea20802|Barthea37789|Barthea39495|Barthea02059|Barthea38782|Barthea25353|Barthea17835|Barthea31359|Barthea31734|Barthea42067|Barthea39535|Barthea35839|Barthea24100|Barthea29016|Barthea40180|Barthea20699|Barthea46136|Barthea41157|Barthea28694|Barthea22451|Barthea46070|Barthea46071|Barthea35333	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005509
phosphorelay signal transduction system	Gene Ontology	GO:0000160	5	60	0.914631191961	0.993530163981	Barthea45655|Barthea37035|Barthea01356|Barthea39601|Barthea14031	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0000160
