##Databases: KEGG PATHWAY, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
response to temperature stimulus	Gene Ontology	GO:0009266	8	60	0.442719746287	0.999997412981	Barthea37760|Barthea39654|Barthea14838|Barthea31299|Barthea17847|Barthea07685|Barthea44673|Barthea35263	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009266
ATP-dependent peptidase activity	Gene Ontology	GO:0004176	8	60	0.442719746287	0.999997412981	Barthea29049|Barthea46305|Barthea02369|Barthea39722|Barthea41632|Barthea19654|Barthea41225|Barthea35114	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0004176
photoperiodism, flowering	Gene Ontology	GO:0048573	13	101	0.445468383496	0.999997412981	Barthea00707|Barthea28853|Barthea07552|Barthea10597|Barthea30835|Barthea41519|Barthea20829|Barthea08341|Barthea28875|Barthea13455|Barthea11989|Barthea36328|Barthea05151	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0048573
regulation of jasmonic acid mediated signaling pathway	Gene Ontology	GO:2000022	13	101	0.445468383496	0.999997412981	Barthea37091|Barthea17623|Barthea35514|Barthea07764|Barthea22515|Barthea28513|Barthea45655|Barthea29513|Barthea06082|Barthea25716|Barthea39601|Barthea46140|Barthea44862	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:2000022
regulation of photomorphogenesis	Gene Ontology	GO:0010099	5	36	0.449019595831	0.999997412981	Barthea20880|Barthea34818|Barthea35198|Barthea33206|Barthea07777	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010099
L-ascorbic acid binding	Gene Ontology	GO:0031418	5	36	0.449019595831	0.999997412981	Barthea44716|Barthea04047|Barthea36055|Barthea08675|Barthea27319	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0031418
respiratory chain complex I	Gene Ontology	GO:0045271	5	36	0.449019595831	0.999997412981	Barthea14752|Barthea17883|Barthea09023|Barthea26126|Barthea21889	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045271
chloroplast rRNA processing	Gene Ontology	GO:1901259	5	36	0.449019595831	0.999997412981	Barthea29257|Barthea29398|Barthea46213|Barthea46250|Barthea17264	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1901259
transport	Gene Ontology	GO:0006810	5	36	0.449019595831	0.999997412981	Barthea46113|Barthea17591|Barthea45029|Barthea36285|Barthea10472	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006810
gamma-aminobutyric acid transport	Gene Ontology	GO:0015812	2	12	0.450050350561	0.999997412981	Barthea10025|Barthea27795	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0015812
Lsm1-7-Pat1 complex	Gene Ontology	GO:1990726	2	12	0.450050350561	0.999997412981	Barthea28913|Barthea01349	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1990726
hydrogen peroxide transmembrane transport	Gene Ontology	GO:0080170	2	12	0.450050350561	0.999997412981	Barthea41508|Barthea02806	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0080170
positive regulation of shade avoidance	Gene Ontology	GO:1902448	2	12	0.450050350561	0.999997412981	Barthea14196|Barthea28862	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1902448
negative regulation of organ growth	Gene Ontology	GO:0046621	2	12	0.450050350561	0.999997412981	Barthea31692|Barthea15217	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0046621
regulation of monopolar cell growth	Gene Ontology	GO:0051513	2	12	0.450050350561	0.999997412981	Barthea14383|Barthea11460	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051513
nucleosome organization	Gene Ontology	GO:0034728	2	12	0.450050350561	0.999997412981	Barthea33817|Barthea33902	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0034728
TIM22 mitochondrial import inner membrane insertion complex	Gene Ontology	GO:0042721	2	12	0.450050350561	0.999997412981	Barthea41332|Barthea14609	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0042721
regulation of metabolic process	Gene Ontology	GO:0019222	2	12	0.450050350561	0.999997412981	Barthea28809|Barthea02015	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0019222
photosynthesis, light harvesting	Gene Ontology	GO:0009765	2	12	0.450050350561	0.999997412981	Barthea12253|Barthea09843	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009765
negative regulation of brassinosteroid mediated signaling pathway	Gene Ontology	GO:1900458	2	12	0.450050350561	0.999997412981	Barthea17591|Barthea29559	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1900458
phosphatidylcholine biosynthetic process	Gene Ontology	GO:0006656	2	12	0.450050350561	0.999997412981	Barthea46183|Barthea38266	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006656
aminopeptidase activity	Gene Ontology	GO:0004177	2	12	0.450050350561	0.999997412981	Barthea44785|Barthea10324	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0004177
thiamine diphosphate biosynthetic process	Gene Ontology	GO:0009229	2	12	0.450050350561	0.999997412981	Barthea21150|Barthea21111	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009229
cell plate formation involved in plant-type cell wall biogenesis	Gene Ontology	GO:0009920	2	12	0.450050350561	0.999997412981	Barthea20884|Barthea03827	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009920
monoterpene biosynthetic process	Gene Ontology	GO:0043693	2	12	0.450050350561	0.999997412981	Barthea12330|Barthea21056	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0043693
protein lipidation	Gene Ontology	GO:0006497	2	12	0.450050350561	0.999997412981	Barthea02866|Barthea02829	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006497
tryptophan metabolic process	Gene Ontology	GO:0006568	2	12	0.450050350561	0.999997412981	Barthea39459|Barthea29256	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006568
double-stranded telomeric DNA binding	Gene Ontology	GO:0003691	2	12	0.450050350561	0.999997412981	Barthea44587|Barthea13475	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0003691
ATP dimethylallyltransferase activity	Gene Ontology	GO:0052622	2	12	0.450050350561	0.999997412981	Barthea06211|Barthea13548	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0052622
glucokinase activity	Gene Ontology	GO:0004340	2	12	0.450050350561	0.999997412981	Barthea24919|Barthea33172	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0004340
tyrosine biosynthetic process	Gene Ontology	GO:0006571	2	12	0.450050350561	0.999997412981	Barthea29378|Barthea19713	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006571
UMP salvage	Gene Ontology	GO:0044206	2	12	0.450050350561	0.999997412981	Barthea15993|Barthea10944	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0044206
ADP dimethylallyltransferase activity	Gene Ontology	GO:0052623	2	12	0.450050350561	0.999997412981	Barthea06211|Barthea13548	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0052623
fruit morphogenesis	Gene Ontology	GO:0048530	2	12	0.450050350561	0.999997412981	Barthea25332|Barthea38054	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0048530
uracil phosphoribosyltransferase activity	Gene Ontology	GO:0004845	2	12	0.450050350561	0.999997412981	Barthea15993|Barthea10944	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0004845
plastid outer membrane	Gene Ontology	GO:0009527	2	12	0.450050350561	0.999997412981	Barthea41332|Barthea37820	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009527
mRNA cleavage and polyadenylation specificity factor complex	Gene Ontology	GO:0005847	2	12	0.450050350561	0.999997412981	Barthea17393|Barthea12138	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005847
regulation of nitrogen utilization	Gene Ontology	GO:0006808	2	12	0.450050350561	0.999997412981	Barthea39605|Barthea34192	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006808
tRNA splicing, via endonucleolytic cleavage and ligation	Gene Ontology	GO:0006388	2	12	0.450050350561	0.999997412981	Barthea33571|Barthea21059	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006388
histone H3-K9 methylation	Gene Ontology	GO:0051567	2	12	0.450050350561	0.999997412981	Barthea21077|Barthea31713	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051567
gamma-aminobutyric acid transmembrane transporter activity	Gene Ontology	GO:0015185	2	12	0.450050350561	0.999997412981	Barthea10025|Barthea27795	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0015185
glycine decarboxylation via glycine cleavage system	Gene Ontology	GO:0019464	2	12	0.450050350561	0.999997412981	Barthea34889|Barthea35453	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0019464
pentose-phosphate shunt, non-oxidative branch	Gene Ontology	GO:0009052	2	12	0.450050350561	0.999997412981	Barthea10004|Barthea29694	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009052
anaphase-promoting complex binding	Gene Ontology	GO:0010997	2	12	0.450050350561	0.999997412981	Barthea46208|Barthea26009	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010997
UDP-L-arabinose metabolic process	Gene Ontology	GO:0033356	2	12	0.450050350561	0.999997412981	Barthea01784|Barthea14221	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0033356
methylation	Gene Ontology	GO:0032259	11	85	0.450600192922	0.999997412981	Barthea36488|Barthea08677|Barthea35007|Barthea10452|Barthea10444|Barthea10445|Barthea10442|Barthea29559|Barthea01843|Barthea36489|Barthea37521	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032259
actin filament-based movement	Gene Ontology	GO:0030048	4	28	0.450777187634	0.999997412981	Barthea07883|Barthea43736|Barthea10325|Barthea27543	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030048
flavonol 3-O-glucosyltransferase activity	Gene Ontology	GO:0047893	4	28	0.450777187634	0.999997412981	Barthea08216|Barthea46191|Barthea43575|Barthea19124	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0047893
response to nitrate	Gene Ontology	GO:0010167	4	28	0.450777187634	0.999997412981	Barthea13848|Barthea41238|Barthea28827|Barthea22668	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010167
double-stranded RNA binding	Gene Ontology	GO:0003725	4	28	0.450777187634	0.999997412981	Barthea07617|Barthea22625|Barthea08606|Barthea19418	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0003725
myricetin 3-O-glucosyltransferase activity	Gene Ontology	GO:0102425	4	28	0.450777187634	0.999997412981	Barthea08216|Barthea46191|Barthea43575|Barthea19124	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0102425
snoRNA binding	Gene Ontology	GO:0030515	4	28	0.450777187634	0.999997412981	Barthea08751|Barthea29680|Barthea26074|Barthea04301	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030515
receptor-mediated endocytosis	Gene Ontology	GO:0006898	4	28	0.450777187634	0.999997412981	Barthea34480|Barthea40341|Barthea05819|Barthea31535	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006898
daphnetin 3-O-glucosyltransferase activity	Gene Ontology	GO:0102360	4	28	0.450777187634	0.999997412981	Barthea08216|Barthea46191|Barthea43575|Barthea19124	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0102360
lipid transporter activity	Gene Ontology	GO:0005319	4	28	0.450777187634	0.999997412981	Barthea20975|Barthea25383|Barthea33691|Barthea33692	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005319
terpene synthase activity	Gene Ontology	GO:0010333	4	28	0.450777187634	0.999997412981	Barthea36238|Barthea21056|Barthea36235|Barthea39005	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010333
response to cold	Gene Ontology	GO:0009409	84	689	0.450985168998	0.999997412981	Barthea35042|Barthea10584|Barthea15070|Barthea10223|Barthea05684|Barthea01813|Barthea07552|Barthea20895|Barthea01918|Barthea35989|Barthea25910|Barthea38304|Barthea27271|Barthea24351|Barthea24532|Barthea30419|Barthea19144|Barthea24339|Barthea30384|Barthea16701|Barthea21577|Barthea36379|Barthea04263|Barthea24261|Barthea40180|Barthea19428|Barthea36721|Barthea10426|Barthea08596|Barthea20579|Barthea25580|Barthea21366|Barthea09843|Barthea28809|Barthea21065|Barthea21592|Barthea02015|Barthea21595|Barthea21596|Barthea33172|Barthea13933|Barthea21587|Barthea09182|Barthea06353|Barthea29141|Barthea25582|Barthea35227|Barthea41474|Barthea19583|Barthea08551|Barthea21610|Barthea30043|Barthea21584|Barthea41453|Barthea46414|Barthea46074|Barthea09692|Barthea13773|Barthea40759|Barthea29135|Barthea44560|Barthea34889|Barthea19969|Barthea41834|Barthea29274|Barthea19275|Barthea45298|Barthea15488|Barthea11949|Barthea12499|Barthea21030|Barthea42864|Barthea26977|Barthea00758|Barthea23149|Barthea22895|Barthea21585|Barthea32614|Barthea08641|Barthea13954|Barthea21588|Barthea17771|Barthea11145|Barthea02043	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009409
deadenylation-independent decapping of nuclear-transcribed mRNA	Gene Ontology	GO:0031087	3	20	0.45174904149	0.999997412981	Barthea25132|Barthea33465|Barthea20836	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0031087
proton transmembrane transporter activity	Gene Ontology	GO:0015078	3	20	0.45174904149	0.999997412981	Barthea35187|Barthea22568|Barthea02121	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0015078
phospholipid metabolic process	Gene Ontology	GO:0006644	3	20	0.45174904149	0.999997412981	Barthea29220|Barthea29427|Barthea22148	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006644
gene silencing by miRNA	Gene Ontology	GO:0035195	3	20	0.45174904149	0.999997412981	Barthea34113|Barthea26435|Barthea45429	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0035195
alditol:NADP+ 1-oxidoreductase activity	Gene Ontology	GO:0004032	3	20	0.45174904149	0.999997412981	Barthea37672|Barthea12651|Barthea38790	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0004032
stomatal complex morphogenesis	Gene Ontology	GO:0010103	3	20	0.45174904149	0.999997412981	Barthea43110|Barthea30441|Barthea24319	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010103
defense response to bacterium, incompatible interaction	Gene Ontology	GO:0009816	15	118	0.452758573536	0.999997412981	Barthea08520|Barthea30259|Barthea21543|Barthea21542|Barthea09485|Barthea35887|Barthea42945|Barthea21077|Barthea36198|Barthea13902|Barthea32585|Barthea02532|Barthea19681|Barthea24221|Barthea30137	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009816
quercetin 3-O-glucosyltransferase activity	Gene Ontology	GO:0080043	9	69	0.456307879141	0.999997412981	Barthea08216|Barthea11874|Barthea18698|Barthea19124|Barthea42533|Barthea21964|Barthea13874|Barthea43575|Barthea46191	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0080043
endosome membrane	Gene Ontology	GO:0010008	9	69	0.456307879141	0.999997412981	Barthea33489|Barthea10327|Barthea41715|Barthea37907|Barthea20760|Barthea07502|Barthea35077|Barthea10369|Barthea07508	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010008
hydrolase activity	Gene Ontology	GO:0016787	24	193	0.460659076515	0.999997412981	Barthea11795|Barthea35986|Barthea42763|Barthea16532|Barthea23049|Barthea43105|Barthea12066|Barthea25797|Barthea28755|Barthea01360|Barthea34428|Barthea27753|Barthea15644|Barthea37763|Barthea36509|Barthea36504|Barthea33581|Barthea07743|Barthea12075|Barthea42843|Barthea40693|Barthea41249|Barthea23008|Barthea35334	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016787
photomorphogenesis	Gene Ontology	GO:0009640	20	160	0.461348577752	0.999997412981	Barthea24214|Barthea35198|Barthea00707|Barthea38477|Barthea29233|Barthea43885|Barthea12400|Barthea29076|Barthea34818|Barthea24162|Barthea28862|Barthea13981|Barthea44605|Barthea23561|Barthea09784|Barthea37927|Barthea29413|Barthea23470|Barthea14534|Barthea41505	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009640
ribonucleoprotein complex	Gene Ontology	GO:1990904	12	94	0.461433171736	0.999997412981	Barthea20711|Barthea37970|Barthea42330|Barthea07739|Barthea10784|Barthea10526|Barthea13761|Barthea39591|Barthea07957|Barthea25007|Barthea44722|Barthea10433	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1990904
cell periphery	Gene Ontology	GO:0071944	5	37	0.470582231334	0.999997412981	Barthea17740|Barthea17741|Barthea41655|Barthea42743|Barthea02896	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0071944
3'-5' DNA helicase activity	Gene Ontology	GO:0043138	5	37	0.470582231334	0.999997412981	Barthea25967|Barthea21846|Barthea20788|Barthea09330|Barthea09779	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0043138
seed dormancy process	Gene Ontology	GO:0010162	5	37	0.470582231334	0.999997412981	Barthea30214|Barthea02770|Barthea46142|Barthea28788|Barthea08620	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010162
calcium ion transmembrane transport	Gene Ontology	GO:0070588	9	70	0.47194210104	0.999997412981	Barthea17625|Barthea10584|Barthea38376|Barthea40934|Barthea43375|Barthea01263|Barthea21326|Barthea33411|Barthea19767	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0070588
cellular response to heat	Gene Ontology	GO:0034605	12	95	0.474848159606	0.999997412981	Barthea10486|Barthea19581|Barthea17179|Barthea30596|Barthea06990|Barthea25332|Barthea08843|Barthea10373|Barthea13933|Barthea38054|Barthea17689|Barthea36654	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0034605
fructose 6-phosphate metabolic process	Gene Ontology	GO:0006002	4	29	0.475183133808	0.999997412981	Barthea28912|Barthea11323|Barthea40598|Barthea39402	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006002
Ino80 complex	Gene Ontology	GO:0031011	4	29	0.475183133808	0.999997412981	Barthea25967|Barthea10930|Barthea36739|Barthea20788	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0031011
pentose-phosphate shunt	Gene Ontology	GO:0006098	4	29	0.475183133808	0.999997412981	Barthea15216|Barthea10020|Barthea29524|Barthea13382	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006098
cellular_component	Gene Ontology	GO:0005575	75	619	0.47580689578	0.999997412981	Barthea14662|Barthea16535|Barthea07614|Barthea36467|Barthea10525|Barthea12401|Barthea28048|Barthea23278|Barthea29519|Barthea17583|Barthea10111|Barthea20877|Barthea08933|Barthea26837|Barthea21457|Barthea32461|Barthea07551|Barthea12207|Barthea13836|Barthea26945|Barthea13833|Barthea35295|Barthea07367|Barthea12221|Barthea08593|Barthea09220|Barthea33561|Barthea33407|Barthea18232|Barthea22561|Barthea19117|Barthea20281|Barthea19547|Barthea18090|Barthea37749|Barthea24315|Barthea33039|Barthea25936|Barthea38678|Barthea35200|Barthea12430|Barthea17361|Barthea17572|Barthea23266|Barthea07634|Barthea29521|Barthea29520|Barthea44764|Barthea13848|Barthea07545|Barthea29503|Barthea10353|Barthea37591|Barthea03805|Barthea41458|Barthea31710|Barthea07743|Barthea38281|Barthea29542|Barthea22702|Barthea38065|Barthea18756|Barthea21521|Barthea28543|Barthea12135|Barthea36223|Barthea41238|Barthea43143|Barthea26965|Barthea07564|Barthea28846|Barthea20910|Barthea41237|Barthea06336|Barthea33142	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005575
regulation of meristem growth	Gene Ontology	GO:0010075	8	62	0.476069770534	0.999997412981	Barthea34668|Barthea18754|Barthea10598|Barthea28862|Barthea24261|Barthea46414|Barthea43641|Barthea09182	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010075
response to glucose	Gene Ontology	GO:0009749	14	112	0.480251468486	0.999997412981	Barthea07486|Barthea36321|Barthea20648|Barthea28827|Barthea24873|Barthea08630|Barthea24875|Barthea25528|Barthea19856|Barthea09560|Barthea21443|Barthea29005|Barthea41196|Barthea01634	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009749
post-transcriptional gene silencing by RNA	Gene Ontology	GO:0035194	3	21	0.480518209161	0.999997412981	Barthea31861|Barthea36458|Barthea29686	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0035194
virus induced gene silencing	Gene Ontology	GO:0009616	3	21	0.480518209161	0.999997412981	Barthea31861|Barthea36458|Barthea29686	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009616
meristem determinacy	Gene Ontology	GO:0010022	3	21	0.480518209161	0.999997412981	Barthea27021|Barthea36328|Barthea13822	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010022
acetyl-CoA carboxylase activity	Gene Ontology	GO:0003989	3	21	0.480518209161	0.999997412981	Barthea28894|Barthea28870|Barthea35426	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0003989
nucleosome	Gene Ontology	GO:0000786	3	21	0.480518209161	0.999997412981	Barthea42562|Barthea44587|Barthea40906	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0000786
NAD(P)H dehydrogenase complex (plastoquinone)	Gene Ontology	GO:0010598	3	21	0.480518209161	0.999997412981	Barthea08605|Barthea19432|Barthea26862	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010598
U6 snRNP	Gene Ontology	GO:0005688	3	21	0.480518209161	0.999997412981	Barthea28913|Barthea01394|Barthea01349	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005688
determination of bilateral symmetry	Gene Ontology	GO:0009855	3	21	0.480518209161	0.999997412981	Barthea29042|Barthea37492|Barthea44709	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009855
NADH dehydrogenase activity	Gene Ontology	GO:0003954	3	21	0.480518209161	0.999997412981	Barthea22169|Barthea07779|Barthea45865	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0003954
cation transmembrane transporter activity	Gene Ontology	GO:0008324	3	21	0.480518209161	0.999997412981	Barthea20473|Barthea35438|Barthea21167	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008324
ethylene biosynthetic process	Gene Ontology	GO:0009693	7	54	0.480652208781	0.999997412981	Barthea42232|Barthea23839|Barthea29175|Barthea02580|Barthea12987|Barthea31627|Barthea46316	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009693
regulation of pollen tube growth	Gene Ontology	GO:0080092	10	79	0.482894460081	0.999997412981	Barthea07090|Barthea26867|Barthea31661|Barthea20569|Barthea21075|Barthea19711|Barthea07114|Barthea17606|Barthea28935|Barthea36681	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0080092
lignin biosynthetic process	Gene Ontology	GO:0009809	19	154	0.485232226598	0.999997412981	Barthea20867|Barthea20870|Barthea29128|Barthea44791|Barthea44280|Barthea13848|Barthea27320|Barthea25512|Barthea44897|Barthea10166|Barthea41238|Barthea46117|Barthea46120|Barthea37832|Barthea37521|Barthea10180|Barthea33261|Barthea43305|Barthea46116	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009809
DNA-directed DNA polymerase activity	Gene Ontology	GO:0003887	6	46	0.485838771268	0.999997412981	Barthea42884|Barthea30223|Barthea42412|Barthea42787|Barthea17331|Barthea14455	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0003887
floral organ abscission	Gene Ontology	GO:0010227	6	46	0.485838771268	0.999997412981	Barthea25056|Barthea17171|Barthea40673|Barthea20838|Barthea27756|Barthea33649	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010227
oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor	Gene Ontology	GO:0016671	6	46	0.485838771268	0.999997412981	Barthea42854|Barthea39558|Barthea27144|Barthea46285|Barthea19986|Barthea28700	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016671
autophagy	Gene Ontology	GO:0006914	6	46	0.485838771268	0.999997412981	Barthea36499|Barthea30043|Barthea31742|Barthea25578|Barthea02866|Barthea02829	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006914
carpel development	Gene Ontology	GO:0048440	6	46	0.485838771268	0.999997412981	Barthea33566|Barthea21426|Barthea27021|Barthea13822|Barthea34442|Barthea34889	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0048440
glucose-6-phosphate 1-epimerase activity	Gene Ontology	GO:0047938	2	13	0.486840154897	0.999997412981	Barthea08575|Barthea22444	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0047938
positive regulation of wax biosynthetic process	Gene Ontology	GO:1904278	2	13	0.486840154897	0.999997412981	Barthea19515|Barthea17974	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1904278
hydroxymethylglutaryl-CoA reductase activity	Gene Ontology	GO:0042282	2	13	0.486840154897	0.999997412981	Barthea12401|Barthea17583	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0042282
anthocyanin-containing compound metabolic process	Gene Ontology	GO:0046283	2	13	0.486840154897	0.999997412981	Barthea00707|Barthea28862	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0046283
lagging strand elongation	Gene Ontology	GO:0006273	2	13	0.486840154897	0.999997412981	Barthea42884|Barthea42787	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006273
cyclin-dependent protein serine/threonine kinase inhibitor activity	Gene Ontology	GO:0004861	2	13	0.486840154897	0.999997412981	Barthea41242|Barthea37740	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0004861
adenyl-nucleotide exchange factor activity	Gene Ontology	GO:0000774	2	13	0.486840154897	0.999997412981	Barthea10730|Barthea44408	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0000774
endoplasmic reticulum chaperone complex	Gene Ontology	GO:0034663	2	13	0.486840154897	0.999997412981	Barthea20902|Barthea24389	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0034663
plastid large ribosomal subunit	Gene Ontology	GO:0000311	2	13	0.486840154897	0.999997412981	Barthea00003|Barthea30114	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0000311
intramolecular lyase activity	Gene Ontology	GO:0016872	2	13	0.486840154897	0.999997412981	Barthea40911|Barthea07255	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016872
intracellular organelle	Gene Ontology	GO:0043229	2	13	0.486840154897	0.999997412981	Barthea10235|Barthea44842	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0043229
bundle sheath cell fate specification	Gene Ontology	GO:0090610	2	13	0.486840154897	0.999997412981	Barthea41075|Barthea38274	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0090610
lipid kinase activity	Gene Ontology	GO:0001727	2	13	0.486840154897	0.999997412981	Barthea15751|Barthea09910	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0001727
