			Million years bins:
Rname	Rclass	Rfam	[0;0.3[	[0.3;0.6[	[0.6;0.9[	[0.9;1.2[	[1.2;1.5[	[1.5;1.8[	[1.8;2.1[	[2.1;2.4[	[2.4;2.7[	[2.7;3[	[3;3.3[	[3.3;3.6[	[3.6;3.9[	[3.9;4.2[	[4.2;4.5[	[4.5;4.8[	[4.8;5.1[	[5.1;5.4[	[5.4;5.7[	[5.7;6[	[6;6.3[	[6.3;6.6[	[6.6;6.9[	[6.9;7.2[	[7.2;7.5[	[7.5;7.8[	[7.8;8.1[	[8.1;8.4[	[8.4;8.7[	[8.7;9[	[9;9.3[	[9.3;9.6[	[9.6;9.9[	[9.9;10.2[	[10.2;10.5[	[10.5;10.8[	[10.8;11.1[	[11.1;11.4[	[11.4;11.7[	[11.7;12[	[12;12.3[	[12.3;12.6[	[12.6;12.9[	[12.9;13.2[	[13.2;13.5[	[13.5;13.8[	[13.8;14.1[	[14.1;14.4[	[14.4;14.7[	[14.7;15[	[15;15.3[	[15.3;15.6[	[15.6;15.9[	[15.9;16.2[	[16.2;16.5[	[16.5;16.8[	[16.8;17.1[	[17.1;17.4[	[17.4;17.7[	[17.7;18[	[18;18.3[	[18.3;18.6[	[18.6;18.9[	[18.9;19.2[	[19.2;19.5[	[19.5;19.8[	[19.8;20.1[	[20.1;20.4[	[20.4;20.7[	[20.7;21[	[21;21.3[	[21.3;21.6[	[21.6;21.9[	[21.9;22.2[	[22.2;22.5[	[22.5;22.8[	[22.8;23.1[	[23.1;23.4[	[23.4;23.7[	[23.7;24[	[24;24.3[	[24.3;24.6[	[24.6;24.9[	[24.9;25.2[	[25.2;25.5[	[25.5;25.8[	[25.8;26.1[	[26.1;26.4[	[26.4;26.7[	[26.7;27[	[27;27.3[	[27.3;27.6[	[27.6;27.9[	[27.9;28.2[	[28.2;28.5[	[28.5;28.8[	[28.8;29.1[	[29.1;29.4[	[29.4;29.7[	[29.7;30[
TE_00000310	DNA	DTM	1868	351	258	1534	189	345	84	0	360	179	48	272	728	644	388	181	105	70	892	793	2270	633	444	628	102	124	304	139	278	46	216	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001062_INT	LTR	Copia	5813	0	0	1769	4155	1109	8174	44768	43903	34320	25602	21055	18732	31453	30229	21648	6156	7390	2422	4225	14669	9129	13378	11481	5662	4671	20858	19056	17140	24516	25203	26857	11828	13200	7691	12116	3800	7501	5200	5976	4677	5797	919	1167	421	0	908	784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000175	Unknown	Unknown	2494	5779	5806	14381	2684	362	2538	3335	2970	4259	1648	1614	772	242	543	350	476	1897	1048	1437	360	1938	505	640	1705	1558	1508	1404	346	316	324	244	611	263	318	321	0	272	515	121	105	188	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001012_LTR	LTR	Gypsy	101	0	0	0	0	0	0	0	246	247	247	244	147	197	105	0	0	0	0	0	377	252	158	400	550	539	900	0	1316	323	122	204	0	198	86	230	0	0	30	547	153	597	351	0	453	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000144	LTR	unknown	0	0	0	0	0	0	0	0	0	0	51	115	205	89	2837	2401	1589	2173	3173	796	1998	2829	1522	4839	3298	1992	934	1243	2124	1281	299	2666	1785	98	1262	512	0	225	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000530	DNA	DTM	3045	0	134	7945	22917	22959	21616	26652	18732	2181	2848	2890	1204	393	411	177	383	460	248	292	14	71	770	0	211	318	372	348	171	115	274	868	419	939	1965	7139	6428	9734	15012	7532	4595	2703	3458	1521	1494	872	126	117	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000713_LTR	LTR	Gypsy	385	0	0	0	0	0	0	0	0	0	0	0	0	0	385	0	753	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	364	0	0	0	0	0	37	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000634	DNA	DTM	3139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	107	0	0	0	95	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000341	DNA	Helitron	13530	740	610	307	0	0	77	34	970	2669	210	0	1282	1910	0	396	658	73	432	572	904	702	1226	1903	617	827	1633	615	1244	1126	874	1431	1333	444	650	634	346	101	302	121	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000972_INT	LTR	Gypsy	4528	0	0	3438	0	0	0	0	0	0	0	0	0	0	0	0	5768	4449	7197	0	2167	0	0	0	0	0	0	0	0	0	0	3079	1975	0	4587	3198	5143	4499	55	1252	0	1431	30	73	0	29	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000179	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	124	213	0	473	0	947	0	1168	445	921	449	755	605	160	168	97	0	0	100	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000544	MITE	DTM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	55	0	0	32	10	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001043_LTR	LTR	Gypsy	950	949	0	0	0	0	0	0	948	947	0	0	0	0	0	52	0	0	431	0	0	156	0	0	0	0	0	96	0	0	0	0	0	0	305	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000627	MITE	DTA	195	0	0	0	0	0	0	0	0	0	318	0	0	148	0	0	247	0	148	640	804	328	159	219	181	341	476	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000212	Unknown	Unknown	0	0	1932	684	119	0	0	0	0	0	0	90	0	197	0	0	438	191	0	402	182	172	384	0	161	169	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000305	Unknown	Unknown	0	0	0	0	146	0	287	144	145	53	144	0	149	531	0	134	363	0	0	77	0	5	81	6	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000652_INT	LTR	Gypsy	7705	0	0	0	0	0	0	0	0	0	0	0	0	2016	2029	2560	0	0	0	0	0	0	2290	2351	0	339	339	0	117	0	138	0	552	655	298	0	0	0	413	0	0	0	79	0	643	0	20	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000932	DNA	DTC	4567	0	0	0	0	0	0	383	0	0	283	66	113	0	696	725	0	217	602	416	422	0	0	0	0	0	95	164	59	154	106	189	269	0	169	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000401	DNA	DTC	1349	0	0	0	0	0	0	0	0	0	0	98	0	178	0	0	111	0	302	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000039	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	239	0	180	795	947	3730	3797	4106	1769	2362	483	1586	802	92	0	266	274	96	7	0	0	0	0	0	0	153	253	276	266	798	389	263	0	262	109	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000517	DNA	DTH	2324	0	194	85	257	52	409	677	176	247	535	267	620	321	364	348	216	417	108	119	329	226	959	351	202	182	261	178	320	117	47	0	87	0	160	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001038_LTR	LTR	Gypsy	2813	675	748	2302	2239	3543	93	0	0	432	0	388	93	2016	587	757	0	924	1386	772	198	1519	476	251	282	843	0	22	21	63	83	1019	204	284	202	0	0	0	441	177	0	642	61	0	0	99	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000381	DNA	DTT	1576	464	0	0	0	0	0	0	451	0	0	0	0	0	604	612	168	0	0	0	0	0	0	0	140	0	0	0	0	0	98	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000779_LTR	LTR	Gypsy	33	115	0	33	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000940	DNA	DTA	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000832_LTR	LTR	unknown	473	81	0	470	0	0	0	0	0	215	0	92	139	83	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000468	DNA	DTC	3044	0	267	76	0	108	0	857	495	1690	0	0	0	0	0	75	40	0	0	0	0	0	0	0	71	127	54	0	0	0	0	0	0	0	78	899	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000088	Unknown	Unknown	0	390	436	1113	507	666	59	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000949_INT	LTR	Gypsy	3302	0	543	1726	2834	2245	1655	3307	3776	6817	4467	7891	14670	9549	8157	9660	23434	23680	22403	7251	21302	5216	15213	14795	26667	13931	8673	18472	10318	11230	10939	10134	11582	12353	13038	9654	6652	9245	6217	12140	10390	12069	5609	2510	1190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000448	DNA	Helitron	2688	0	285	463	427	651	38	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000410	DNA	DTH	1738	229	93	413	362	553	334	0	0	495	0	0	0	0	0	0	0	0	0	0	136	0	187	0	0	98	134	136	101	309	67	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000053	Unknown	Unknown	634	3229	3746	2995	341	0	78	290	80	141	217	0	0	0	0	84	0	83	86	0	0	0	0	421	203	425	615	275	0	0	0	143	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000388	DNA	DTC	1773	0	0	0	0	0	0	0	0	0	0	0	573	735	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000453	DNA	DTC	4001	75	0	0	0	0	151	0	75	1408	1917	0	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000284	Unknown	Unknown	0	0	0	0	0	657	267	1857	2139	2407	201	1646	1961	1644	234	489	290	72	376	1347	569	817	847	1047	2637	543	587	529	310	531	728	77	554	91	339	470	0	89	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000877	DNA	DTM	299	513	0	0	0	0	0	0	0	0	87	0	0	0	0	0	47	118	100	544	0	0	176	147	720	472	1565	1470	2267	1554	1424	742	1639	508	238	170	251	479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000669	MITE	DTM	139	0	0	0	0	0	0	0	0	0	0	0	149	116	22	0	0	0	78	0	0	196	301	365	255	176	104	350	468	260	120	331	183	252	162	141	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000815_LTR	LTR	Copia	536	0	0	0	0	196	0	849	532	813	1753	2551	3113	2042	2522	2773	2016	1689	838	1874	5011	2988	3285	2734	3205	1678	1766	1179	975	198	207	88	313	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00001008_LTR	LTR	Gypsy	420	0	0	0	420	0	0	414	408	67	421	301	0	0	0	0	0	837	0	420	437	0	0	0	0	0	0	0	0	0	236	0	427	0	1650	0	0	391	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000373	DNA	DTM	1032	0	0	0	0	0	0	0	219	0	0	769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000960_INT	LTR	Gypsy	4490	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	4459	0	4534	0	0	0	0	0	4499	0	0	0	0	0	0	0	11397	1865	5180	55	0	157	128	0	46	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000302	Unknown	Unknown	0	0	0	0	158	264	604	611	831	798	523	922	289	149	300	87	309	74	0	152	0	313	126	0	13	296	225	129	223	218	3	173	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000921_LTR	LTR	Gypsy	1422	0	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	288	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000593_INT	LTR	Gypsy	4514	0	0	0	0	0	633	0	0	2534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	1640	6845	0	1079	0	283	50	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000546	MITE	DTA	185	0	0	0	0	0	38	196	220	70	0	178	64	185	196	0	245	0	265	0	134	0	140	436	108	240	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000587	MITE	DTM	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000541	DNA	DTC	1800	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	271	0	0	0	433	0	907	399	75	480	811	149	180	491	662	1228	498	386	388	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000817	DNA	DTA	954	0	0	0	0	0	0	0	0	0	189	265	2612	2399	3442	2028	3390	1832	3083	863	982	599	448	879	0	71	0	350	427	207	68	161	177	808	348	406	0	689	152	175	1256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000665_LTR	LTR	Gypsy	415	0	0	0	0	0	0	415	415	1239	0	0	0	418	0	840	0	0	0	0	0	0	0	0	0	0	0	857	431	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000293	Unknown	Unknown	31	0	0	101	179	77	344	0	706	854	1123	1436	1757	1647	2845	1078	1366	1151	1404	327	637	576	249	0	339	202	126	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000414	DNA	Helitron	13994	0	0	77	31	48	225	265	1044	2089	831	651	1117	473	508	1030	111	530	958	1380	220	854	492	1587	1146	1643	1758	1046	1512	2168	1618	1979	805	781	1851	1303	737	499	274	380	141	393	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000171	LTR	unknown	0	0	0	0	0	187	0	0	185	373	144	509	1625	570	557	280	614	491	699	1362	505	483	187	181	69	99	0	291	658	290	1244	171	0	538	0	0	752	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000249	Unknown	Unknown	28002	5082	3830	3570	1095	310	639	1367	1068	1012	1390	1439	301	364	1184	431	382	668	658	213	647	631	288	59	55	219	352	46	380	0	333	195	399	132	10	135	343	170	204	311	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000185	Unknown	Unknown	522	931	3243	3799	2442	3359	1194	737	0	598	59	66	155	108	126	227	240	186	240	108	226	60	0	241	105	399	117	112	166	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000929_LTR	LTR	unknown	853	0	1400	3165	1678	4469	5005	2973	1399	1204	1876	1075	260	326	589	0	491	169	160	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000712_LTR	LTR	Copia	344	0	0	344	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000139	LTR	unknown	0	0	0	0	0	0	0	0	61	0	0	92	0	61	767	1169	2189	3220	4822	2705	4730	3371	1738	831	1479	1073	0	552	0	380	0	0	0	0	812	1372	1046	612	870	594	0	686	0	0	224	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000710	MITE	DTA	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	60	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
