Jukes/Cantor and Kimura subsitution levels adjusted for CpG sites
=================================================================
File: bar.genome.fa.align
Weighted average Kimura divergence for each repeat family
Class	Repeat	absLen	wellCharLen	Kimura%
5 4148 10760 5405 99464 92 20130 2246 293626 342352 59497 931 0 0 2304 229450 6049 
6 12945 14595 7101 156375 1422 39559 431 283613 381881 47415 872 0 193 2748 183651 7516 
7 13242 23894 6284 126327 581 37950 4429 176771 541990 49664 2125 0 155 1591 193492 11116 
8 10647 14981 6153 138610 1585 38573 3257 186891 669431 72160 2469 0 0 4798 159342 28404 
9 8038 20057 16992 129815 975 28700 1550 320227 657702 94112 2559 121 102 3351 178928 21811 
10 6166 18156 8872 139402 2574 49454 6891 311492 629114 73087 6644 0 138 4522 178668 24931 
11 8919 23698 9669 143006 803 42638 2857 218271 644860 75641 7385 0 181 5542 193969 20303 
12 7928 24991 8421 155124 4265 52079 6416 169299 563170 75497 8664 0 0 7028 208275 4093 
13 4701 25442 6250 154713 1341 45022 3683 134495 740308 88866 2658 0 331 9242 199044 5940 
14 6419 24485 5445 175563 1140 61623 3083 117628 763702 79042 7386 0 132 10560 218607 1524 
15 4941 26177 7837 203152 1313 73704 4466 110322 774903 74827 5604 0 545 13618 193743 2277 
16 3776 19271 5994 203732 279 84202 4598 118352 813712 52239 4098 0 581 18841 173428 2012 
17 2582 25192 5102 227505 1437 92333 4756 145459 666633 44770 5023 0 301 19745 159281 1054 
18 3566 31274 5323 254981 2358 84259 4022 128971 695461 46940 3853 0 1677 16093 157118 2278 
19 1920 22760 5048 245324 1397 88914 3798 131669 678868 53878 4042 0 1265 18256 144663 1733 
20 2506 22023 6598 288377 2840 102565 4201 139272 564789 59895 4593 0 994 16886 133159 4700 
21 4869 22156 4953 279643 1584 113610 3133 121465 588638 55157 5688 0 838 18930 132837 2178 
22 3295 22644 4794 252805 4111 129190 2317 136652 582451 49853 5368 0 1218 13752 117614 2503 
23 673 25483 3403 225279 12801 135103 1422 138240 585564 57153 4587 88 885 17198 103426 9823 
24 1388 34970 2937 230931 1591 159875 5433 121246 541414 47733 4991 0 631 14897 87811 3901 
25 2889 40117 4219 214611 2286 188573 4499 123814 555825 57151 3316 79 710 21940 75877 4688 
26 1987 34816 4284 202816 2072 294184 3523 114259 453075 52040 3676 0 341 16903 67981 3277 
27 1837 42782 4135 207735 1149 295093 4003 115121 419446 45858 2465 0 155 17679 62525 3147 
28 1765 31225 3376 187456 4333 333012 6543 123790 414955 38798 2396 0 326 13472 49398 447 
29 841 24513 3472 161211 1221 230201 5394 89168 471901 49151 989 0 215 13113 43166 479 
30 1024 27189 2405 143014 190 157792 10560 70360 384212 41982 1753 0 18 9641 34307 189 
31 2646 20927 1471 135841 80 114483 5951 71096 412108 48505 1856 0 0 9943 33242 0 
32 1757 25013 1508 125520 310 88194 7113 45419 363692 49292 1556 0 0 6978 29454 0 
33 1194 18244 2062 108721 0 91264 5943 47051 356076 37807 306 0 0 5112 19484 343 
34 2388 30921 1210 118039 524 71346 4701 48913 320504 39215 318 0 0 4296 17305 72 
35 927 37258 336 123153 827 60816 2131 33976 302649 32469 339 0 0 3716 18591 179 
36 720 27755 939 130338 0 44885 793 26068 333548 28863 100 0 110 2813 8779 350 
37 1233 17734 109 88841 94 38755 228 32608 315820 29719 155 0 0 1813 8273 1602 
38 456 13732 496 79088 0 28727 1030 39701 298032 22410 0 0 0 1310 3335 470 
39 677 11241 358 76153 0 29106 883 36255 237886 18843 78 0 0 693 4135 663 
40 143 5164 566 50598 233 29198 495 35988 224765 15986 0 0 0 604 2455 258 
41 687 5006 865 50407 557 27016 0 39225 221359 14069 0 0 0 231 2291 280 
42 0 1754 0 32060 0 43974 340 36558 155598 23280 0 0 0 371 665 209 
43 0 2169 0 39830 688 37343 321 33256 130209 18937 0 0 0 101 702 268 
44 278 1234 0 31380 820 32116 0 29307 101135 15598 0 0 0 0 881 0 
45 0 475 267 36959 0 19300 0 19216 81974 11159 0 0 0 43 20 157 
46 0 1523 0 25404 143 17061 0 13967 49786 6990 0 0 0 0 274 0 
47 0 231 214 25779 0 9014 0 13178 37919 4306 0 0 0 22 89 0 
48 0 596 0 19106 0 7499 0 9454 26391 6922 255 0 0 183 0 0 
49 0 445 0 11389 0 3122 0 11832 18868 2927 0 0 0 0 201 0 
50 0 0 0 9451 0 2370 0 1800 13030 543 0 0 0 0 0 0 
51 0 217 0 4922 0 1389 0 1550 6396 239 0 0 0 0 129 0 
52 0 53 0 5352 0 1293 0 1369 6476 595 0 0 0 0 0 0 
53 0 0 0 1443 0 478 0 1787 2774 355 0 0 0 0 0 0 
54 0 0 0 293 0 895 0 228 1328 159 0 0 0 0 0 0 
55 0 0 0 0 0 702 0 0 598 0 0 0 0 0 0 0 
56 0 0 0 1109 0 1155 0 0 172 0 0 0 0 0 0 0 
57 0 0 0 0 0 558 0 0 461 0 0 0 0 0 0 0 
58 0 0 0 0 0 222 0 0 461 0 0 0 0 0 0 0 
59 0 0 0 0 0 287 0 0 0 0 0 0 0 0 0 0 
60 0 0 0 0 0 174 0 0 0 0 0 0 0 0 0 0 
61 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
63 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
64 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
65 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
66 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
68 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
69 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
